,invoice_no,invoice_amount
43080,577029,655.8199999999999
43085,577034,871.54
43090,577039,1050.66
43095,577046,1342.71
43099,577050,738.67
43102,577053,612.39
43104,577055,599.16
43105,577056,634.95
43110,577061,842.94
43118,577071,1166.7
43123,577078,5217.83
43140,577097,616.8
43150,577107,851.0600000000001
43164,577121,800.96
43169,577126,1794.05
43189,577148,1253.66
43190,577150,7043.69
43193,577156,604.73
43194,577157,925.64
43202,577168,739.1999999999999
43205,577171,612.21
43214,577180,1040.39
43215,577181,1496.04
43242,577303,974.8100000000001
43249,577310,769.0
43251,577312,738.1800000000001
43253,577314,936.64
43255,577316,1185.85
43257,577318,1072.73
43277,577341,778.6
43281,577355,785.5600000000001
43283,577357,867.64
43284,577358,5957.66
43290,577393,2068.09
43294,577402,786.4399999999999
43301,577409,882.86
43309,577472,1051.84
43313,577476,888.27
43316,577479,917.54
43317,577480,996.62
43318,577482,613.78
43321,577485,735.84
43339,577504,847.8199999999999
43352,577519,866.97
43364,577531,4785.89
43377,577544,673.21
43399,577601,978.58
43407,577609,1757.55
43411,577613,805.2
43412,577615,686.05
43416,577633,1120.11
43425,577695,612.01
43435,577719,1100.22
43436,577720,1809.7
43460,577747,5490.24
43461,577748,1437.5
43464,577754,2675.28
43468,577768,4444.83
43472,577772,689.52
43480,577783,2786.4
43482,577785,701.97
43487,577791,939.89
43495,577800,889.38
43500,577805,1459.7599999999998
43505,577810,720.0
43510,577816,1090.92
43512,577820,604.0
43513,577822,2000.0
43530,577842,787.5500000000001
43532,577844,6167.53
43533,577845,734.8199999999999
43535,577850,1136.96
43537,577852,2232.0
43589,578018,714.09
43595,578024,639.2
43597,578026,599.78
43598,578027,699.1
43600,578029,860.6999999999999
43601,578030,662.66
43603,578032,647.94
43611,578041,1436.91
43614,578044,722.14
43617,578054,616.0
43623,578060,976.0
43626,578065,4381.48
43628,578067,3826.2799999999997
43629,578068,695.19
43633,578072,667.84
43634,578074,808.91
43639,578081,958.2
43645,578088,874.25
43672,578118,842.02
43677,578125,3956.6800000000003
43684,578140,7952.68
43686,578143,1835.96
43690,578149,8124.25
43704,578225,852.8100000000001
43709,578233,2396.33
43711,578243,1050.3200000000002
43723,578255,604.75
43727,578261,792.94
43735,578270,6936.5199999999995
43750,578289,904.52
43751,578290,778.92
43753,578292,708.76
43754,578293,886.86
43763,578302,718.89
43766,578305,10584.77
43778,578317,710.6800000000001
43781,578321,2990.0
43803,578344,6215.59
43806,578347,5526.53
43816,578358,2210.64
43817,578359,1074.0
43820,578362,1082.14
43822,578365,1092.1
43849,578472,1750.46
43858,578485,810.76
43866,578513,1463.64
43869,578516,619.84
43870,578517,772.54
43889,578539,632.55
43890,578541,2079.37
43895,578551,677.83
43900,578626,879.1
43915,578666,1060.25
43922,578675,738.96
43929,578682,963.1800000000001
43943,578696,721.34
43949,578702,1245.81
43957,578736,706.5
43960,578746,6778.7300000000005
43973,578793,1909.6200000000001
43981,578808,671.83
43984,578811,2016.78
43992,578819,790.06
44000,578827,5078.0199999999995
44005,578833,7483.83
44016,578844,4688.19
44028,578856,707.8100000000001
44030,578858,758.3
44040,578928,687.86
44051,578940,3310.12
44069,578994,829.91
44070,578995,599.62
44093,579037,688.62
44097,579069,1073.23
44100,579091,809.12
44101,579093,2123.92
44102,579094,882.6800000000001
44110,579102,805.6
44112,579106,1080.48
44139,579145,718.05
44144,579150,605.4
44157,579163,730.08
44161,579167,1201.49
44169,579177,705.9000000000001
44171,579180,621.6
44177,579187,5333.5199999999995
44179,579189,976.8000000000001
44184,579196,8107.72
44186,579249,1147.2
44188,579251,3821.36
44189,579252,1034.4
44203,579267,1144.75
44207,579271,2586.6899999999996
44218,579283,931.7
44219,579284,3337.44
44225,579291,4584.66
44227,579297,5402.23
44234,579345,643.0
44235,579350,807.68
44245,579400,696.8000000000001
44260,579416,604.86
44279,579447,636.46
44282,579450,967.5
44293,579461,1039.09
44302,579470,1079.27
44303,579471,3063.88
44308,579492,696.12
44313,579498,3651.6
44316,579501,2075.81
44321,579508,5805.01
44323,579510,727.0500000000001
44325,579512,4789.02
44329,579516,775.22
44334,579523,729.6
44336,579525,1288.6399999999999
44346,579536,968.9
44348,579538,1239.38
44355,579545,931.46
44361,579552,788.46
44362,579553,760.71
44363,579555,609.4
44365,579557,2739.38
44366,579558,737.8000000000001
44386,579672,1897.04
44406,579692,2843.29
44408,579694,3982.55
44423,579744,611.66
44426,579749,753.1
44428,579751,1058.71
44433,579777,6769.0599999999995
44435,579784,1371.6
44437,579787,3127.18
44441,579792,1319.16
44445,579837,991.1999999999999
44447,579843,1348.5800000000002
44452,579867,789.9
44459,579881,905.52
44460,579885,1075.36
44472,579936,780.0
44474,579938,1225.16
44486,579986,2251.51
44513,580053,616.3199999999999
44515,580055,637.6
44517,580058,633.53
44518,580059,861.85
44520,580061,759.3000000000001
44522,580063,1562.4
44541,580092,1121.79
44556,580108,617.25
44559,580111,1171.4
44563,580115,7225.78
44564,580116,1274.69
44569,580123,890.0
44572,580126,654.37
44575,580129,634.21
44581,580136,633.38
44585,580140,849.24
44591,580146,4992.68
44592,580147,713.78
44593,580148,862.49
44598,580153,1436.93
44601,580156,620.0600000000001
44605,580160,1314.75
44608,580164,686.4
44610,580167,989.08
44612,580170,720.0
44618,580178,1852.68
44619,580188,975.43
44629,580243,1187.2
44632,580258,672.8
44643,580279,1129.84
44653,580289,844.78
44661,580297,3404.0
44668,580304,863.77
44675,580311,894.25
44678,580316,660.8399999999999
44680,580318,629.37
44689,580357,945.13
44695,580363,2685.0
44698,580367,6821.21
44729,580399,892.94
44732,580402,659.65
44733,580403,763.72
44747,580490,635.6800000000001
44748,580500,1067.33
44757,580511,697.7
44765,580519,4171.41
44773,580528,773.54
44786,580541,778.04
44797,580553,615.28
44820,580610,7574.48
44822,580612,7000.88
44823,580613,755.12
44825,580615,1854.83
44830,580632,764.34
44842,580645,1931.6
44843,580646,1048.0
44848,580652,2430.08
44849,580653,775.84
44856,580660,918.1600000000001
44861,580665,5401.98
44865,580669,1352.48
44869,580673,3705.48
44871,580675,1186.48
44896,580705,712.48
44912,580727,8935.98
44914,580729,9020.83
44915,580730,6870.2
44919,580734,718.4300000000001
44925,580742,1225.0
44927,580744,1761.16
44931,580750,763.0600000000001
44932,580752,680.99
44933,580753,636.63
44934,580754,4429.46
44939,580759,678.2
44941,580763,791.0400000000001
44956,580831,897.35
44962,580873,3895.8599999999997
44964,580875,730.38
44969,580880,771.16
44992,580910,1363.2000000000003
45000,580956,974.01
45011,580972,706.64
45017,580978,839.08
45019,580980,662.7
45022,580983,6114.03
45024,580985,4414.88
45026,580987,720.0
45033,580997,691.64
45037,581001,694.77
45039,581003,1273.15
45042,581006,1186.78
45047,581013,630.6
45054,581020,4949.24
45057,581023,6061.34
45068,581097,1170.0
45069,581098,1396.96
45075,581105,8345.2
45076,581107,2046.0
45078,581110,2002.5
45082,581115,3861.0
45087,581122,752.39
45092,581129,864.9399999999999
45096,581133,628.48
45102,581139,822.6800000000001
45108,581146,1088.69
45118,581169,612.4
45119,581170,885.98
45124,581175,10901.539999999999
45127,581179,2238.5099999999998
45135,581187,598.6
45136,581188,893.6
45163,581216,822.62
45164,581217,6947.75
45166,581219,8159.03
45172,581225,657.12
45177,581232,683.2
45182,581238,5370.55
45188,581256,4839.42
45189,581266,1188.2
45191,581281,692.67
45199,581334,835.13
45209,581375,3599.4
45223,581398,604.3
45229,581404,638.38
45234,581410,1681.54
45236,581412,1095.95
45243,581419,674.25
45257,581433,1084.14
45263,581439,6637.59
45271,581452,728.9200000000001
45274,581455,652.28
45276,581457,10363.82
45277,581458,1080.0
45278,581459,864.0
45287,581476,2618.89
45294,581483,168469.6
45295,581485,741.9
45301,581492,7689.23
45304,581495,1203.9
45305,581496,598.97
45306,581497,3217.2000000000003
45307,581498,5664.889999999999
45320,581578,848.55
45321,581579,903.62
45333,A563185,11062.1
